0.000000000000000000e+00, 0.000000000000000000e+00
1.020040501992969571e-04, 2.944603292652641998e-05
2.040081002732974395e-04, 5.889206585305283996e-05
3.060121500967050677e-04, 8.833809877957926333e-05
4.080161995442235161e-04, 1.177841317061056799e-04
5.100202484905561745e-04, 1.472301646326321101e-04
6.120242968104068395e-04, 1.766761975591585267e-04
7.140283443784787654e-04, 2.061222304856849433e-04
8.160323910694758029e-04, 2.355682634122113598e-04
9.180364367581012605e-04, 2.650142963387377764e-04
1.020040481319059531e-03, 2.944603292652642201e-04
1.122044524627052947e-03, 3.239063621917906096e-04
1.224048566556786011e-03, 3.533523951183170533e-04
1.326052606982962030e-03, 3.827984280448434428e-04
1.428056645780284746e-03, 4.122444609713698865e-04
1.530060682823457035e-03, 4.416904938978962760e-04
1.632064717987183724e-03, 4.711365268244227197e-04
1.734068751146166818e-03, 5.005825597509491092e-04
1.836072782175112014e-03, 5.300285926774755529e-04
1.938076810948721100e-03, 5.594746256040019966e-04
2.040080837341698688e-03, 5.889206585305284403e-04
2.142084861228747434e-03, 6.183666914570547755e-04
2.244088882484571515e-03, 6.478127243835812192e-04
2.346092900983875323e-03, 6.772587573101076629e-04
2.448096916601360216e-03, 7.067047902366341066e-04
2.550100929211733189e-03, 7.361508231631605503e-04
2.652104938689694297e-03, 7.655968560896868856e-04
2.754108944909950101e-03, 7.950428890162133293e-04
2.856112947747202393e-03, 8.244889219427397730e-04
2.958116947076155565e-03, 8.539349548692662167e-04
3.060120942771512708e-03, 8.833809877957925520e-04
3.162124934707978216e-03, 9.128270207223189957e-04
3.264128922760255614e-03, 9.422730536488454394e-04
3.366132906803047994e-03, 9.717190865753718831e-04
3.468136886711059314e-03, 1.001165119501898218e-03
3.570140862358993535e-03, 1.030611152428424770e-03
3.672144833621553747e-03, 1.060057185354951106e-03
3.774148800373443476e-03, 1.089503218281477441e-03
3.876152762489368849e-03, 1.118949251208003993e-03
3.978156719844028189e-03, 1.148395284134530328e-03
4.080160672312132392e-03, 1.177841317061056881e-03
