0.000000000000000000e+00, 0.000000000000000000e+00
1.137838041428348719e-04, 2.544283208636638694e-05
2.275676081199425299e-04, 5.088566417273277388e-05
3.413514117655956246e-04, 7.632849625909915404e-05
4.551352149140672405e-04, 1.017713283454655478e-04
5.689190173996298925e-04, 1.272141604318319415e-04
6.827028190565562855e-04, 1.526569925181983081e-04
7.964866197191192328e-04, 1.780998246045647018e-04
9.102704192215918186e-04, 2.035426566909310955e-04
1.024054217398246477e-03, 2.289854887772974892e-04
1.137838014083355966e-03, 2.544283208636638829e-04
1.251621809111193263e-03, 2.798711529500302496e-04
1.365405602316031126e-03, 3.053139850363966162e-04
1.479189393532142748e-03, 3.307568171227630370e-04
1.592973182593799804e-03, 3.561996492091294036e-04
1.706756969335276571e-03, 3.816424812954958244e-04
1.820540753590844290e-03, 4.070853133818621910e-04
1.934324535194776803e-03, 4.325281454682285576e-04
2.048108313981346004e-03, 4.579709775545949785e-04
2.161892089784826602e-03, 4.834138096409613451e-04
2.275675862439489189e-03, 5.088566417273277659e-04
2.389459631779607823e-03, 5.342994738136941325e-04
2.503243397639454398e-03, 5.597423059000604991e-04
2.617027159853303406e-03, 5.851851379864268657e-04
2.730810918255426305e-03, 6.106279700727932323e-04
2.844594672680096289e-03, 6.360708021591597074e-04
2.958378422961586117e-03, 6.615136342455260740e-04
3.072162168934169414e-03, 6.869564663318924406e-04
3.185945910432117639e-03, 7.123992984182588072e-04
3.299729647289704852e-03, 7.378421305046251738e-04
3.413513379341202945e-03, 7.632849625909916488e-04
3.527297106420885977e-03, 7.887277946773580154e-04
3.641080828363026708e-03, 8.141706267637243821e-04
3.754864545001896595e-03, 8.396134588500907487e-04
3.868648256171768832e-03, 8.650562909364571153e-04
3.982431961706919647e-03, 8.904991230228235903e-04
4.096215661441616161e-03, 9.159419551091899569e-04
4.209999355210137205e-03, 9.413847871955563235e-04
4.323783042846752502e-03, 9.668276192819226901e-04
4.437566724185734376e-03, 9.922704513682890567e-04
4.551350399061357757e-03, 1.017713283454655532e-03
4.665134067307894969e-03, 1.043156115541021790e-03
4.778917728759617470e-03, 1.068598947627388265e-03
4.892701383250802789e-03, 1.094041779713754740e-03
5.006485030615718049e-03, 1.119484611800120998e-03
5.120268670688639910e-03, 1.144927443886487473e-03
5.234052303303840699e-03, 1.170370275972853731e-03
5.347835928295593608e-03, 1.195813108059220206e-03
5.461619545498170095e-03, 1.221255940145586465e-03
5.575403154745846822e-03, 1.246698772231952940e-03
5.689186755872894380e-03, 1.272141604318319415e-03
5.802970348713584227e-03, 1.297584436404685673e-03
5.916753933102192158e-03, 1.323027268491052148e-03
6.030537508872991365e-03, 1.348470100577418406e-03
6.144321075860253306e-03, 1.373912932663784881e-03
