0.000000000000000000e+00, 0.000000000000000000e+00
8.772000573958338985e-05, 3.581154238840606602e-05
1.754400113947932993e-04, 7.162308477681213204e-05
2.631600168812562885e-04, 1.074346271652181981e-04
3.508800221145988636e-04, 1.432461695536242641e-04
4.386000270104474085e-04, 1.790577119420303301e-04
5.263200314844286055e-04, 2.148692543304363961e-04
6.140400354521690285e-04, 2.506807967188424621e-04
7.017600388292947631e-04, 2.864923391072485281e-04
7.894800415314328712e-04, 3.223038814956545942e-04
8.772000434742097640e-04, 3.581154238840606602e-04
9.649200445732517440e-04, 3.939269662724667262e-04
1.052640044744185439e-03, 4.297385086608727922e-04
1.140360043902637587e-03, 4.655500510492788582e-04
1.228080041964234271e-03, 5.013615934376849242e-04
1.315800038844602230e-03, 5.371731358260909903e-04
1.403520034459368416e-03, 5.729846782144970563e-04
1.491240028724158265e-03, 6.087962206029031223e-04
1.578960021554599597e-03, 6.446077629913091883e-04
1.666680012866317631e-03, 6.804193053797152543e-04
1.754400002574940404e-03, 7.162308477681213204e-04
1.842119990596093135e-03, 7.520423901565273864e-04
1.929839976845403645e-03, 7.878539325449334524e-04
2.017559961238496718e-03, 8.236654749333395184e-04
2.105279943691000608e-03, 8.594770173217455844e-04
2.192999924118540968e-03, 8.952885597101516504e-04
2.280719902436744752e-03, 9.311001020985577165e-04
2.368439878561237610e-03, 9.669116444869637825e-04
2.456159852407646931e-03, 1.002723186875369848e-03
2.543879823891599667e-03, 1.038534729263775915e-03
2.631599792928721471e-03, 1.074346271652181981e-03
2.719319759434638429e-03, 1.110157814040588047e-03
2.807039723324979228e-03, 1.145969356428994113e-03
2.894759684515368654e-03, 1.181780898817400179e-03
2.982479642921433225e-03, 1.217592441205806245e-03
3.070199598458799896e-03, 1.253403983594212311e-03
3.157919551043095185e-03, 1.289215525982618377e-03
3.245639500589945613e-03, 1.325027068371024443e-03
3.333359447014980301e-03, 1.360838610759430509e-03
3.421079390233820999e-03, 1.396650153147836575e-03
3.508799330162097260e-03, 1.432461695536242641e-03
3.596519266715436040e-03, 1.468273237924648707e-03
3.684239199809462122e-03, 1.504084780313054773e-03
3.771959129359803761e-03, 1.539896322701460839e-03
3.859679055282084874e-03, 1.575707865089866905e-03
3.947398977491935017e-03, 1.611519407478272971e-03
4.035118895904980275e-03, 1.647330949866679037e-03
4.122838810436845434e-03, 1.683142492255085103e-03
4.210558721003160483e-03, 1.718954034643491169e-03
4.298278627519549339e-03, 1.754765577031897235e-03
4.385998529901637653e-03, 1.790577119420303301e-03
4.473718428065055416e-03, 1.826388661808709367e-03
4.561438321925427412e-03, 1.862200204197115433e-03
4.649158211398379294e-03, 1.898011746585521499e-03
4.736878096399538447e-03, 1.933823288973927565e-03
4.824597976844533127e-03, 1.969634831362333631e-03
4.912317852648987251e-03, 2.005446373750739697e-03
5.000037723728529941e-03, 2.041257916139145763e-03
5.087757589998785981e-03, 2.077069458527551829e-03
5.175477451375381892e-03, 2.112881000915957895e-03
5.263197307773946794e-03, 2.148692543304363961e-03
5.350917159110104605e-03, 2.184504085692770027e-03
5.438637005299485315e-03, 2.220315628081176093e-03
5.526356846257709371e-03, 2.256127170469582159e-03
5.614076681900411966e-03, 2.291938712857988225e-03
5.701796512143212682e-03, 2.327750255246394291e-03
5.789516336901742374e-03, 2.363561797634800357e-03
5.877236156091624961e-03, 2.399373340023206423e-03
5.964955969628489563e-03, 2.435184882411612489e-03
6.052675777427960965e-03, 2.470996424800018555e-03
6.140395579405664821e-03, 2.506807967188424621e-03
6.228115375477232853e-03, 2.542619509576830687e-03
6.315835165558287244e-03, 2.578431051965236753e-03
6.403554949564454514e-03, 2.614242594353642819e-03
6.491274727411363785e-03, 2.650054136742048885e-03
6.578994499014642443e-03, 2.685865679130454951e-03
6.666714264289914406e-03, 2.721677221518861017e-03
6.754434023152808796e-03, 2.757488763907267083e-03
6.842153775518951264e-03, 2.793300306295673149e-03
6.929873521303965729e-03, 2.829111848684079215e-03
7.017593260423484781e-03, 2.864923391072485281e-03
7.105312992793132339e-03, 2.900734933460891347e-03
7.193032718328532318e-03, 2.936546475849297413e-03
7.280752436945316444e-03, 2.972358018237703479e-03
7.368472148559109501e-03, 3.008169560626109545e-03
7.456191853085538009e-03, 3.043981103014515611e-03
7.543911550440229354e-03, 3.079792645402921678e-03
7.631631240538809188e-03, 3.115604187791327744e-03
7.719350923296904900e-03, 3.151415730179733810e-03
7.807070598630143875e-03, 3.187227272568139876e-03
7.894790266454154368e-03, 3.223038814956545942e-03
7.982509926684561163e-03, 3.258850357344952008e-03
8.070229579236988179e-03, 3.294661899733358074e-03
8.157949224027065405e-03, 3.330473442121764140e-03
8.245668860970424563e-03, 3.366284984510170206e-03
8.333388489982681765e-03, 3.402096526898576272e-03
8.421108110979475675e-03, 3.437908069286982338e-03
8.508827723876424137e-03, 3.473719611675388404e-03
8.596547328589157141e-03, 3.509531154063794470e-03
8.684266925033301207e-03, 3.545342696452200536e-03
8.771986513124486323e-03, 3.581154238840606602e-03
