# file that specifies the ZMAT
the job title
C	-0.1670644	0.8711217	0.0000000
C	1.2125176	0.8711217	0.0000000
C	1.6272516	2.2584887	0.0000000
C	0.4731856	3.0145877	-0.0000890
O	-0.6463164	2.1817987	-0.0002220
H	-0.9407104	0.1099167	-0.0000110
H	1.8770356	0.0124257	0.0001050
H	2.6538386	2.6119867	-0.0000040
H	0.2437296	4.0754497	-0.0001390
