# file that specifies the ZMAT
the job title
C	0.2785215	2.4288189	1.9988667
O	1.5058385	2.4288189	1.9988667
H	-0.3136235	1.4894149	1.9989057
C	-0.5426746	3.7315993	1.9988667
H	-0.0421786	4.6773286	1.9988667
C	-1.8970507	3.6843515	1.9988667
H	-2.4031568	2.7416126	1.9988667
H	-2.4622340	4.5929041	1.9988667
