# file that specifies the ZMAT
the job title
C	-1.1721925	-0.7283049	-0.0002300
C	-1.2161309	0.6827677	-0.0000490
C	0.0000544	1.4029376	0.0000227
C	1.2161830	0.6826744	0.0002880
C	1.1721360	-0.7283926	0.0000923
N	-0.0000559	-1.4455218	-0.0001232
H	0.0001013	2.4936742	0.0001744
H	-2.0835067	-1.3234198	-0.0003597
H	-2.1761379	1.2010231	-0.0002577
H	2.1762292	1.2008591	0.0003506
H	2.0834052	-1.3235768	0.0002100
